filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,uuid,timestamp_datetime,time_taken,started_datetime,completed_datetime,duration_in_seconds,answer,relation,property,concept,f_name_full
qu67-s_qu67-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,ee313935-a452-4cb4-9ea3-a58afcb1f1d9,PROLIFIC,08-Apr-2020 09:51:47,224,9620,8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb,You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ,You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=769055FC,69433,f8245e6c-efb5-48b3-ba17-b3607760a11d,2020-04-08 09:51:47,356.181,2020-04-08 07:45:59.349000,2020-04-08 07:51:55.530000,2.0,false,afforded_unusual,roll,shoe,../data/prolific_output/run3-group_experiment1/qu67-s_qu67-batch53.csv
qu67-s_qu67-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,23987f6a-7f79-4f0c-90dd-0e6c67a66628,PROLIFIC,08-Apr-2020 10:00:17,224,9620,8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb,You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ,You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=769055FC,69847,3e4b5f63-8651-4349-93eb-ba84b92b6424,2020-04-08 10:00:17,683.846,2020-04-08 07:51:47.018000,2020-04-08 08:03:10.864000,11.0,false,afforded_unusual,roll,shoe,../data/prolific_output/run3-group_experiment1/qu67-s_qu67-batch53.csv
qu67-s_qu67-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,179a6ea5-af99-440c-b351-fe6d06dbbd41,PROLIFIC,08-Apr-2020 10:05:03,224,9620,8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb,You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ,You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=769055FC,69959,9cdc6c8a-2bf8-491b-9a65-f196b6e58c1b,2020-04-08 10:05:03,1549.691,2020-04-08 07:39:18.228000,2020-04-08 08:05:07.919000,9.919,true,afforded_unusual,roll,shoe,../data/prolific_output/run3-group_experiment1/qu67-s_qu67-batch53.csv
qu67-s_qu67-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,279a5b0a-eb88-4f63-b1fa-b65b2f71b0d5,PROLIFIC,08-Apr-2020 09:55:09,224,9620,8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb,You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ,You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=769055FC,69630,f9868e49-1991-41bc-ab36-c6249085769c,2020-04-08 09:55:09,550.845,2020-04-08 07:48:07.860000,2020-04-08 07:57:18.705000,4.0,true,afforded_unusual,roll,shoe,../data/prolific_output/run3-group_experiment1/qu67-s_qu67-batch53.csv
qu67-s_qu67-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,fa15b6d1-19aa-46b5-bf72-9158ab59b316,PROLIFIC,08-Apr-2020 09:43:22,224,9620,8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb,You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ,You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=769055FC,68642,0d6366fb-817a-4146-bd6e-d92ee45e54f2,2020-04-08 09:43:22,455.673,2020-04-08 07:36:48.413000,2020-04-08 07:44:24.086000,5.0,false,afforded_unusual,roll,shoe,../data/prolific_output/run3-group_experiment1/qu67-s_qu67-batch53.csv
qu67-s_qu67-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,7b6b8493-59c4-4103-80a2-6754d7be69b8,PROLIFIC,08-Apr-2020 09:53:56,224,9620,8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb,You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ,You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=769055FC,69553,cd16a6ab-8b23-4ca8-a98d-5409c7ba385f,2020-04-08 09:53:56,1004.135,2020-04-08 07:46:16.314000,2020-04-08 08:03:00.449000,16.0,false,afforded_unusual,roll,shoe,../data/prolific_output/run3-group_experiment1/qu67-s_qu67-batch53.csv
qu67-s_qu67-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,1ccf2a6f-06c8-47dd-83bf-dab8446c7ae2,PROLIFIC,08-Apr-2020 09:55:23,224,9620,8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb,You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ,You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=769055FC,69641,19677e9d-2c0a-4fc7-a4cf-9d5479fc366b,2020-04-08 09:55:23,654.905,2020-04-08 07:49:17.917000,2020-04-08 08:00:12.822000,16.0,true,afforded_unusual,roll,shoe,../data/prolific_output/run3-group_experiment1/qu67-s_qu67-batch53.csv
qu67-s_qu67-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,321effe8-6dd9-4f50-ab45-4e6219115f36,PROLIFIC,08-Apr-2020 09:56:19,224,9620,8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb,You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ,You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ,You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=769055FC,69700,bf1dc021-e39f-4754-8e1d-67d0e0acb5d8,2020-04-08 09:56:19,556.617,2020-04-08 07:47:43.113000,2020-04-08 07:56:59.730000,6.0,true,afforded_unusual,roll,shoe,../data/prolific_output/run3-group_experiment1/qu67-s_qu67-batch53.csv
qu67-s_qu67-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,ee313935-a452-4cb4-9ea3-a58afcb1f1d9,PROLIFIC,08-Apr-2020 09:47:28,224,9621,aaae9aa6-8e8b-4fc7-92e9-0e2d41ad37bb,"I could say ``(a/an) shoe rolls/is used for rolling"", but I would most certainly not mean it literally.","I could say ``(a/an) idea grows/is used for growing"", but I would most certainly not mean it literally.
I could say ``(a/an) person glows/is used for glowing"", but I would most certainly not mean it literally.
I could say ``(a/an) thought burns/is used for burning"", but I would most certainly not mean it literally.","I could say ``(a/an) plant grows/is used for growing"", but I would most certainly not mean it literally.
I could say ``(a/an) situation smiles/is used for smileing"", but I would most certainly not mean it literally.
I could say ``(a/an) candle burns/is used for burning"", but I would most certainly not mean it literally.",3,1,https://app.prolific.co/submissions/complete?cc=769055FC,69101,96fcb54f-0665-4ab7-8586-4665b49aeecf,2020-04-08 09:47:28,356.181,2020-04-08 07:45:59.349000,2020-04-08 07:51:55.530000,4.0,true,creative,roll,shoe,../data/prolific_output/run3-group_experiment1/qu67-s_qu67-batch53.csv
qu67-s_qu67-batch53.csv,,NOT AVAILABLE,NOT AVAILABLE,23987f6a-7f79-4f0c-90dd-0e6c67a66628,PROLIFIC,08-Apr-2020 10:00:22,224,9621,aaae9aa6-8e8b-4fc7-92e9-0e2d41ad37bb,"I could say ``(a/an) shoe rolls/is used for rolling"", but I would most certainly not mean it literally.","I could say ``(a/an) idea grows/is used for growing"", but I would most certainly not mean it literally.
I could say ``(a/an) person glows/is used for glowing"", but I would most certainly not mean it literally.
I could say ``(a/an) thought burns/is used for burning"", but I would most certainly not mean it literally.","I could say ``(a/an) plant grows/is used for growing"", but I would most certainly not mean it literally.
I could say ``(a/an) situation smiles/is used for smileing"", but I would most certainly not mean it literally.
I could say ``(a/an) candle burns/is used for burning"", but I would most certainly not mean it literally.",3,1,https://app.prolific.co/submissions/complete?cc=769055FC,69850,792feeb0-59cc-4393-a4c2-d8927d28859f,2020-04-08 10:00:22,683.846,2020-04-08 07:51:47.018000,2020-04-08 08:03:10.864000,5.0,false,creative,roll,shoe,../data/prolific_output/run3-group_experiment1/qu67-s_qu67-batch53.csv
