filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,quid,description,exampletrue,examplefalse,run,sublist,completionurl,name,id,uuid,timestamp_datetime,time_taken,started_datetime,completed_datetime,duration_in_seconds,answer,relation,property,concept,f_name_full
qu70-s_qu70-batch161.csv,,NOT AVAILABLE,NOT AVAILABLE,ddf3aa13-679a-4b92-9617-a23cfa051331,PROLIFIC,03-Jun-2020 13:36:56,493,22543,9c29a400-1b8d-40fd-a5ac-faad2bc0d14e,``Lingonberry'' is one of the first things which come to mind when I hear ``sweet' because (a/an) lingonberry is a typical example of things which are sweet'. ,``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. ,``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. ,4,1,https://app.prolific.co/submissions/complete?cc=40B00EBE,Agree or disagree (run4-experiment2-batch161-70-70),197726,2dc45029-b1f9-46da-a43d-cdec5b683243,2020-06-03 13:36:56,238.119,2020-06-03 11:36:23.712000,2020-06-03 11:40:21.831000,3.0,false,typical_of_property,sweet,lingonberry,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch161.csv
qu70-s_qu70-batch161.csv,,NOT AVAILABLE,NOT AVAILABLE,6fa7cd38-d46c-48f9-9d4b-f21dca6a86e4,PROLIFIC,03-Jun-2020 13:39:58,493,22543,9c29a400-1b8d-40fd-a5ac-faad2bc0d14e,``Lingonberry'' is one of the first things which come to mind when I hear ``sweet' because (a/an) lingonberry is a typical example of things which are sweet'. ,``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. ,``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. ,4,1,https://app.prolific.co/submissions/complete?cc=40B00EBE,Agree or disagree (run4-experiment2-batch161-70-70),197884,7e5ace21-deb1-4a3a-ad97-0609a18043e8,2020-06-03 13:39:58,756.132,2020-06-03 11:33:35.530000,2020-06-03 11:46:11.662000,5.0,false,typical_of_property,sweet,lingonberry,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch161.csv
qu70-s_qu70-batch161.csv,,NOT AVAILABLE,NOT AVAILABLE,117992bc-76f0-4527-889a-ae8524d98813,PROLIFIC,03-Jun-2020 13:40:26,493,22543,9c29a400-1b8d-40fd-a5ac-faad2bc0d14e,``Lingonberry'' is one of the first things which come to mind when I hear ``sweet' because (a/an) lingonberry is a typical example of things which are sweet'. ,``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. ,``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. ,4,1,https://app.prolific.co/submissions/complete?cc=40B00EBE,Agree or disagree (run4-experiment2-batch161-70-70),197907,4368eb2f-2375-445e-a498-e3e172317d92,2020-06-03 13:40:26,697.186,2020-06-03 11:35:06.601000,2020-06-03 11:46:43.787000,6.0,false,typical_of_property,sweet,lingonberry,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch161.csv
qu70-s_qu70-batch161.csv,,NOT AVAILABLE,NOT AVAILABLE,cdbc1fee-804e-441b-89d3-98ac0ac8ce4d,PROLIFIC,03-Jun-2020 13:22:50,493,22543,9c29a400-1b8d-40fd-a5ac-faad2bc0d14e,``Lingonberry'' is one of the first things which come to mind when I hear ``sweet' because (a/an) lingonberry is a typical example of things which are sweet'. ,``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. ,``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. ,4,1,https://app.prolific.co/submissions/complete?cc=40B00EBE,Agree or disagree (run4-experiment2-batch161-70-70),197472,1689d9a3-eb54-4bdf-83ac-66f66cd16d19,2020-06-03 13:22:50,399.486,2020-06-03 11:19:49.169000,2020-06-03 11:26:28.655000,3.0,false,typical_of_property,sweet,lingonberry,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch161.csv
qu70-s_qu70-batch161.csv,,NOT AVAILABLE,NOT AVAILABLE,d2a2f7d2-df3b-4a75-bc95-28a0fc89495b,PROLIFIC,03-Jun-2020 13:45:55,493,22543,9c29a400-1b8d-40fd-a5ac-faad2bc0d14e,``Lingonberry'' is one of the first things which come to mind when I hear ``sweet' because (a/an) lingonberry is a typical example of things which are sweet'. ,``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. ,``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. ,4,1,https://app.prolific.co/submissions/complete?cc=40B00EBE,Agree or disagree (run4-experiment2-batch161-70-70),198139,64de6558-4a03-4d92-91fd-88111758e7bb,2020-06-03 13:45:55,433.238,2020-06-03 11:42:24.339000,2020-06-03 11:49:37.577000,9.0,true,typical_of_property,sweet,lingonberry,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch161.csv
qu70-s_qu70-batch161.csv,,NOT AVAILABLE,NOT AVAILABLE,19d16f6a-e2d6-4944-8270-b1b6255482c3,PROLIFIC,03-Jun-2020 13:37:59,493,22543,9c29a400-1b8d-40fd-a5ac-faad2bc0d14e,``Lingonberry'' is one of the first things which come to mind when I hear ``sweet' because (a/an) lingonberry is a typical example of things which are sweet'. ,``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. ,``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. ,4,1,https://app.prolific.co/submissions/complete?cc=40B00EBE,Agree or disagree (run4-experiment2-batch161-70-70),197776,ecd40407-f096-4c36-a13f-bf7a440421af,2020-06-03 13:37:59,311.764,2020-06-03 11:35:40.440000,2020-06-03 11:40:52.204000,6.0,false,typical_of_property,sweet,lingonberry,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch161.csv
qu70-s_qu70-batch161.csv,,NOT AVAILABLE,NOT AVAILABLE,639e4b78-610a-4cbb-a4e4-8c11182515f3,PROLIFIC,03-Jun-2020 13:23:47,493,22543,9c29a400-1b8d-40fd-a5ac-faad2bc0d14e,``Lingonberry'' is one of the first things which come to mind when I hear ``sweet' because (a/an) lingonberry is a typical example of things which are sweet'. ,``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. ,``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. ,4,1,https://app.prolific.co/submissions/complete?cc=40B00EBE,Agree or disagree (run4-experiment2-batch161-70-70),197496,8f0496e7-1345-47d5-9a66-3f099fddc7c2,2020-06-03 13:23:47,484.618,2020-06-03 11:18:41.293000,2020-06-03 11:26:45.911000,3.0,true,typical_of_property,sweet,lingonberry,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch161.csv
qu70-s_qu70-batch161.csv,,NOT AVAILABLE,NOT AVAILABLE,81403669-5b75-4426-8422-a0eb2ebd24cd,PROLIFIC,03-Jun-2020 14:16:48,493,22543,9c29a400-1b8d-40fd-a5ac-faad2bc0d14e,``Lingonberry'' is one of the first things which come to mind when I hear ``sweet' because (a/an) lingonberry is a typical example of things which are sweet'. ,``Rainbow'' is one of the first things which come to mind when I hear ``colorful' because (a/an) rainbow is a typical example of things which are colorful'. ,``Table'' is one of the first things which come to mind when I hear ``white' because (a/an) table is a typical example of things which are white'. ,4,1,https://app.prolific.co/submissions/complete?cc=40B00EBE,Agree or disagree (run4-experiment2-batch161-70-70),199428,692392ac-917f-4733-a268-fd21ee7b0518,2020-06-03 14:16:48,1140.531,2020-06-03 11:58:12.995000,2020-06-03 12:17:13.526000,2.0,false,typical_of_property,sweet,lingonberry,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch161.csv
qu70-s_qu70-batch161.csv,,NOT AVAILABLE,NOT AVAILABLE,ddf3aa13-679a-4b92-9617-a23cfa051331,PROLIFIC,03-Jun-2020 13:39:31,493,22544,216579df-aba3-4980-aef3-ef2944afba4c,You can find (a/an) lingonberry which is sweet. Sweet is one of many possible tastes (a/an) lingonberry usually has. The range of tastes is almost unlimited. ,You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. ,You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. ,4,1,https://app.prolific.co/submissions/complete?cc=40B00EBE,Agree or disagree (run4-experiment2-batch161-70-70),197859,12f8a00f-fac5-4a0a-94e9-c5b1c3c156a2,2020-06-03 13:39:31,238.119,2020-06-03 11:36:23.712000,2020-06-03 11:40:21.831000,3.0,false,variability_open,sweet,lingonberry,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch161.csv
qu70-s_qu70-batch161.csv,,NOT AVAILABLE,NOT AVAILABLE,6fa7cd38-d46c-48f9-9d4b-f21dca6a86e4,PROLIFIC,03-Jun-2020 13:38:29,493,22544,216579df-aba3-4980-aef3-ef2944afba4c,You can find (a/an) lingonberry which is sweet. Sweet is one of many possible tastes (a/an) lingonberry usually has. The range of tastes is almost unlimited. ,You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. ,You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. ,4,1,https://app.prolific.co/submissions/complete?cc=40B00EBE,Agree or disagree (run4-experiment2-batch161-70-70),197800,ff9a179b-d5f7-4f42-be7d-883f6c000fa9,2020-06-03 13:38:29,756.132,2020-06-03 11:33:35.530000,2020-06-03 11:46:11.662000,62.0,false,variability_open,sweet,lingonberry,../data/prolific_output/run4-group_experiment2/qu70-s_qu70-batch161.csv
